Latitude,Longitude
32.33848,-90.86111
32.33848,-90.86108
32.35966,-90.84726
32.34501,-90.84684
32.34378,-90.84668
32.37582,-90.83285
31.62888,-91.23584
31.59383,-91.27172
31.54988,-91.36173
31.5547,-91.34521
31.5548,-91.34419
31.55072,-91.35783
31.55067,-91.35804
31.55063,-91.35831
31.59349,-91.27135
31.59339,-91.2713
31.59236,-91.27377
31.5501,-91.36115
31.6285,-91.23534
31.59298,-91.2736
36.60275,-83.66667
31.84314,-91.05874
31.84361,-91.05815
31.84292,-91.05922
31.84325,-91.05905
31.71113,-91.18004
31.84344,-91.0593
32.08565,-90.79786
31.93427,-90.98315
31.87178,-91.03913
32.11397,-90.76855
31.87011,-91.0384
31.99598,-90.92483
31.93101,-90.99158
31.93919,-90.9721
31.94049,-90.97261
32.11471,-90.76852
31.93968,-90.97371
32.35511,-90.32444
32.34344,-90.85475
32.34224,-90.85188
32.33981,-90.86203
32.36268,-90.84232
32.34167,-90.85225
32.34461,-90.84687
32.34339,-90.8557
32.33917,-90.86107
32.33906,-90.86089
32.36282,-90.84015
32.34156,-90.85106
32.34377,-90.85413
32.3395,-90.86152
32.35998,-90.83818
32.34296,-90.8555
32.3434,-90.85561
32.36307,-90.83961
32.36329,-90.83889
32.33897,-90.86034
32.35918,-90.84621
32.34303,-90.85578
32.34264,-90.85317
32.34002,-90.86192
32.34393,-90.84752
31.59265,-91.27326
31.55033,-91.36035
31.5928,-91.27267
31.59351,-91.27194
31.59232,-91.27415
31.593,-91.27259
31.59299,-91.27316
38.90435,-77.0905
30.62765,-94.69909
30.63462,-94.69778
30.63533,-94.69687
38.87308,-76.94103
38.95585,-77.12935
38.95755,-77.13081
38.95522,-77.12958
39.03098,-77.24433
38.05102,-81.0428
37.91115,-81.02239
37.96147,-81.0816
31.84435,-91.05804
31.70979,-91.1791
31.96578,-90.95776
31.9153,-91.00331
32.08905,-90.79624
31.87354,-91.0373
31.9287,-90.99535
31.93021,-90.99181
32.11645,-90.7671
31.87065,-91.03966
31.8809,-91.03453
31.93121,-90.99573
31.92846,-90.9965
31.87125,-91.03975
31.92696,-90.99708
31.99661,-90.92452
32.08477,-90.79772
31.93948,-90.97115
31.93885,-90.97259
31.94012,-90.97288
31.93858,-90.97409
32.11652,-90.76738
31.87377,-91.03696
32.18681,-90.62385
33.65564,-89.0699
33.71593,-89.03565
33.65555,-89.07156
33.68783,-89.04256
32.34178,-90.85162
32.34332,-90.85438
32.34295,-90.85734
32.34513,-90.84688
32.33899,-90.86024
32.3399,-90.86071
32.36039,-90.83861
32.36543,-90.83827
32.3388,-90.86036
32.33934,-90.86021
32.36548,-90.83864
32.3385,-90.86014
32.33947,-90.8606
32.36019,-90.8393
32.33997,-90.86173
32.34258,-90.85351
32.35982,-90.8382
31.59219,-91.27249
31.59247,-91.27392
31.59249,-91.27189
31.59268,-91.27099
31.59368,-91.27183
31.55119,-91.35771
31.54983,-91.36146
31.59321,-91.27249
31.59295,-91.27304
33.8613,-88.95321
36.60153,-83.67086
38.43717,-78.36836
35.11984,-81.80442
30.6992,-94.69921
38.95734,-77.13041
38.95409,-77.12824
38.95431,-77.12844
37.902,-81.03293
37.90095,-81.02883
31.84408,-91.05989
31.84326,-91.05698
31.64886,-91.20815
31.93557,-90.9794
31.92938,-90.99374
31.87104,-91.0372
31.93454,-90.98017
31.94023,-90.97069
31.94018,-90.97416
31.92999,-90.99205
33.65567,-89.07046
33.68711,-89.04086
33.68681,-89.04092
32.34301,-90.85358
32.3666,-90.83743
32.37023,-90.86697
32.33829,-90.86178
32.33878,-90.86135
32.33855,-90.8608
32.34542,-90.84668
31.59296,-91.27153
31.55044,-91.36003
34.97901,-85.8096
38.3583,-77.33443
35.13123,-81.81543
35.13196,-81.79891
36.12761,-79.84725
38.95694,-77.13028
38.95552,-77.12973
38.95725,-77.13058
38.90448,-77.09079
38.90444,-77.0907
27.32288,-80.32047
34.03966,-84.25773
34.2018,-83.89282
34.8841,-83.57651
35.37031,-83.87058
35.43323,-83.91218
36.97381,-90.6476
35.10815,-84.0797
35.43154,-83.82304
32.88038,-87.35761
32.80308,-87.17394
34.75356,-84.0677
34.81696,-83.96521
34.75231,-84.0681
36.78487,-88.04019
39.44681,-82.19834
39.44534,-82.20153
36.79604,-87.99523
36.77804,-88.09891
38.81943,-82.52912
34.76695,-84.09587
36.77937,-88.09117
37.54353,-79.60112
34.87171,-84.24821
36.05572,-81.67173
34.42444,-94.15117
35.22628,-84.53413
34.98839,-84.6338
35.23594,-84.49116
36.8794,-84.40109
38.72446,-82.50327
34.8161,-89.29077
37.68448,-79.26844
38.2071,-83.42121
38.72403,-82.50672
36.77909,-88.0848
36.7883,-88.02779
35.01278,-83.75873
35.42876,-83.90662
34.63441,-89.21726
36.7969,-87.99421
37.34501,-84.08269
34.62943,-90.63284
37.69109,-79.26159
33.28793,-89.13427
33.27205,-89.14335
37.15291,-83.59219
37.19263,-83.52393
34.44044,-81.45959
34.42096,-81.64501
34.43701,-81.69097
35.43255,-83.91251
35.37028,-83.87103
35.19667,-84.26359
35.17742,-84.289
35.19166,-84.27698
36.78829,-88.02792
36.78473,-88.0399
36.77796,-88.0989
36.77936,-88.08524
35.07559,-83.61021
34.53743,-81.72921
34.58309,-81.67588
34.81424,-83.30447
34.9556,-89.02335
35.08298,-84.65028
36.86128,-84.42355
34.63079,-81.73857
34.53643,-81.60503
35.93117,-82.90562
37.54215,-79.61302
37.54385,-79.60124
37.54124,-79.60903
37.57072,-79.45149
37.76502,-79.31841
34.70025,-81.47575
34.61352,-81.66523
34.70179,-81.47603
34.58395,-81.68943
34.53607,-81.59689
34.53732,-81.60403
34.58632,-81.6884
34.70226,-81.47506
35.34601,-84.2427
37.17664,-88.50007
34.94677,-89.03985
34.81293,-89.25303
35.33696,-84.2327
35.93076,-82.90677
34.78992,-89.31489
34.62429,-89.3742
34.78392,-89.3208
34.76495,-89.32473
37.77929,-83.6433
33.3112,-81.76948
36.55532,-87.92376
35.93235,-82.90409
33.34453,-81.50252
33.34645,-81.51366
35.28804,-82.73619
36.77989,-88.08573
38.72433,-82.50462
38.72626,-82.50607
35.96467,-82.86773
32.93494,-92.75137
34.58347,-90.62177
34.58069,-90.62267
34.62529,-90.62984
34.61065,-90.61871
34.62121,-90.62788
34.6,-90.61018
34.63478,-90.6435
35.91508,-82.98387
35.19072,-84.49939
35.20854,-84.50966
34.94532,-83.78059
35.90847,-81.7264
33.78495,-82.05574
31.07609,-94.13365
35.21057,-84.51243
34.78787,-83.19244
34.58892,-81.58684
39.21463,-79.72345
34.16669,-82.27639
34.11674,-82.34258
34.1208,-82.31743
34.12174,-82.31823
34.12274,-82.31832
34.12295,-82.3182
34.12374,-82.31842
34.12519,-82.31867
35.02183,-83.06
35.00232,-84.61937
32.93131,-92.74565
32.91616,-92.73134
33.03641,-79.62189
33.03529,-79.62189
34.07337,-82.30029
32.92994,-92.7442
36.87974,-84.40007
31.08241,-92.55115
31.08252,-92.54993
35.10932,-84.62469
36.37859,-81.94324
33.41841,-83.41293
34.10393,-82.34996
35.21647,-84.42704
32.86934,-87.13503
32.74265,-86.99055
33.89087,-85.57527
33.89075,-85.55926
33.90005,-85.57006
33.90152,-85.58025
33.90283,-85.54962
32.80004,-87.17244
33.01507,-87.34607
34.58881,-81.58684
31.08236,-92.54698
31.08172,-92.54257
31.08344,-92.54323
33.16868,-86.19419
33.59256,-85.69698
33.75678,-82.01956
32.81983,-87.01865
35.02439,-83.60473
32.73514,-93.27668
32.68339,-93.28569
32.69215,-93.29518
32.70578,-93.26526
35.84268,-83.02031
33.63264,-85.63466
36.94928,-90.65816
38.72469,-82.50353
31.21503,-92.78065
38.72454,-82.50465
32.9212,-92.7303
32.71343,-93.24894
32.73108,-93.28675
32.66649,-93.27854
32.71752,-93.28584
31.61448,-92.54479
31.08221,-92.54209
38.72379,-82.5037
39.41666,-81.21021
34.10324,-87.32245
33.82736,-85.6281
34.60471,-90.61383
34.6143,-90.62492
34.61037,-90.61989
34.09608,-82.2833
35.10756,-84.05151
33.64655,-85.63148
34.45505,-81.70248
34.63397,-90.64011
35.99161,-92.14874
35.19139,-84.34964
34.90933,-83.17227
34.61277,-90.62574
37.3296,-89.32071
35.86438,-83.065
35.87469,-83.1203
35.8833,-83.12197
34.08553,-82.31245
35.87884,-83.12042
35.82814,-83.1303
33.1565,-83.60092
35.82514,-83.17915
34.99306,-84.63944
34.5853,-90.62134
34.62903,-90.63245
34.5757,-90.62494
34.57076,-90.62618
34.6202,-90.62878
34.5367,-81.60446
34.536,-81.7389
31.58476,-92.53661
34.58454,-90.62234
35.15521,-93.43272
35.09731,-84.6494
33.64989,-85.63756
34.69583,-90.68379
34.65709,-90.66612
33.95744,-82.39256
34.07495,-82.30668
34.09597,-82.28352
32.79582,-87.15269
34.9821,-83.07262
34.69364,-90.68045
34.65462,-90.66107
34.91622,-83.17015
34.73157,-83.91748
35.83516,-83.00115
34.82091,-83.73367
34.76644,-83.92772
34.76701,-83.92708
34.76642,-83.9394
34.76708,-83.93738
34.86139,-84.2298
34.87271,-84.18924
34.76694,-84.09587
34.87142,-84.24802
34.5275,-83.43344
34.52713,-83.43419
32.90259,-87.40962
32.90348,-87.40434
32.90365,-87.4043
32.73208,-87.00074
34.60684,-81.75178
36.92493,-84.48819
34.31168,-87.50719
35.84768,-83.01982
35.33905,-84.23422
33.64629,-85.64075
32.87301,-87.01775
32.89765,-86.99245
32.89968,-86.99453
32.89963,-86.99626
32.83213,-87.26396
32.86425,-87.31755
32.88057,-87.31692
32.88158,-87.31764
32.88808,-87.31723
32.89118,-87.41977
32.92328,-87.18794
32.90296,-87.30206
32.94067,-87.29835
32.85742,-87.03928
32.9024,-87.41291
32.90263,-87.41305
32.90444,-87.37493
32.95795,-87.46856
32.95585,-87.45819
32.95822,-87.46651
32.97626,-87.47625
32.90755,-87.4436
32.90718,-87.42689
32.80827,-86.97567
32.80446,-86.98276
32.8042,-86.98397
32.73101,-87.00003
32.85339,-87.35516
32.85045,-87.35759
32.85113,-87.35793
32.80252,-87.11242
32.73764,-87.05097
32.73577,-87.0414
33.0138,-87.34839
33.01318,-87.34745
33.01889,-87.36293
33.0194,-87.36348
33.15585,-83.58861
34.63463,-89.21655
30.41932,-84.38211
31.08213,-92.5477
31.28979,-92.70615
30.39933,-84.40386
30.27651,-84.98508
35.96341,-92.15511
35.97689,-92.18475
36.95084,-90.65826
33.92649,-85.49731
36.04481,-92.06928
32.92419,-92.73592
37.10876,-84.36478
35.84186,-82.99864
35.81917,-83.13237
35.84435,-83.11978
35.22566,-84.53888
35.78564,-82.01443
34.10475,-82.35211
36.30171,-82.12709
33.64884,-85.62764
33.68676,-85.64635
34.93308,-83.2052
34.68452,-90.67545
34.4545,-93.77167
34.56357,-81.53988
34.71387,-83.227
31.5821,-92.53627
31.45308,-92.38964
37.54253,-88.68756
34.90957,-83.17378
34.22529,-87.23287
34.94246,-83.09061
37.21298,-88.52119
34.88027,-83.10904
34.78675,-83.21387
34.78756,-83.20905
34.79517,-83.22444
34.44067,-81.45985
38.72483,-82.50353
38.72409,-82.50265
38.72647,-82.50632
38.72607,-82.50621
38.72644,-82.50518
34.59959,-85.15182
34.86832,-83.15588
34.56398,-85.10102
38.72469,-82.5041
36.72989,-91.21625
35.42236,-83.54629
38.72591,-82.50683
38.72414,-82.50358
37.81194,-91.18037
31.08293,-92.54233
38.72391,-82.50615
34.43794,-81.69034
33.88352,-82.3262
34.21028,-82.29361
36.90594,-90.47822
34.64181,-90.65768
32.87128,-87.13507
32.86953,-87.13478
32.87162,-87.13541
32.90344,-87.35239
32.83216,-87.26436
32.88195,-87.04776
32.95575,-87.47806
32.90112,-87.4415
36.66276,-91.19494
32.79722,-87.18111
32.80356,-87.17339
32.79685,-87.16707
32.80301,-87.17425
32.79818,-87.16673
32.8003,-87.17241
32.79819,-87.16975
33.01609,-87.34373
35.32295,-84.29339
34.93609,-83.20406
35.05098,-84.45374
34.06552,-87.33526
34.93549,-83.20296
39.41348,-81.20847
35.07382,-84.48026
32.88628,-87.43261
32.97439,-87.47716
32.97458,-87.47669
33.00035,-87.52144
35.83523,-83.02939
32.70774,-87.07023
32.80489,-87.17607
35.09283,-83.62915
35.43507,-83.82708
34.61873,-84.07875
36.83843,-84.37032
36.79603,-87.99523
36.13801,-82.34801
32.69965,-93.26726
35.10903,-84.18033
35.43803,-83.91734
36.09176,-94.38022
36.09065,-94.37728
36.0918,-94.38112
35.17077,-84.51385
35.06845,-84.46483
35.2236,-84.5311
34.23076,-87.30369
34.40997,-87.31537
38.61354,-82.40992
35.75082,-93.81786
35.10038,-84.04208
35.14816,-84.36706
35.11685,-84.57583
35.24387,-84.2912
35.74907,-93.81674
31.08238,-92.55096
31.08176,-92.53916
35.01188,-83.22145
35.90198,-82.92096
34.6989,-83.41948
35.12913,-84.19
34.60053,-90.60981
34.69532,-90.68388
37.82068,-83.57526
37.02128,-83.53351
31.0834,-92.54347
31.08323,-92.54321
31.08362,-92.5426
31.08371,-92.54281
31.08339,-92.54154
31.08317,-92.54271
31.08272,-92.54281
31.08372,-92.54251
31.08351,-92.54169
31.08384,-92.54276
35.18364,-83.51136
33.30605,-83.76127
34.91567,-83.17029
34.91321,-83.17274
34.17759,-82.27485
34.16818,-82.27784
34.12162,-82.31822
34.12077,-82.31749
34.18787,-82.30676
31.65866,-92.52508
34.93664,-84.67939
34.10334,-87.37439
34.80463,-83.12724
34.84065,-83.1393
32.90251,-87.40937
32.9233,-87.18792
32.90444,-87.37492
32.88195,-87.04775
32.88629,-87.43248
33.38857,-85.85659
34.81415,-83.30333
32.7958,-87.15268
33.01506,-87.34608
38.72414,-82.50484
34.8055,-84.25497
35.0993,-84.5533
34.59254,-84.07753
31.08231,-92.53916
33.93529,-82.10699
38.72396,-82.5061
38.7248,-82.50414
38.7242,-82.50395
36.93291,-92.04919
36.66851,-90.87142
36.71178,-90.91722
33.28375,-79.96199
34.91178,-83.99339
38.72427,-82.50656
38.72598,-82.50633
34.00477,-89.80363
32.82003,-87.01863
32.85111,-87.35792
32.80267,-87.1123
32.8049,-87.17607
32.70701,-87.07054
32.8503,-87.35765
32.85364,-87.35532
32.85338,-87.35516
33.01369,-87.34847
33.01339,-87.34734
33.01608,-87.34374
33.01888,-87.36298
33.01944,-87.36347
34.70333,-89.12063
34.71062,-89.12235
30.5611,-95.57133
32.8977,-86.99244
32.88059,-87.31693
32.903,-87.30208
32.90234,-87.4129
32.88156,-87.31763
32.90446,-87.37467
32.89975,-86.9947
32.88806,-87.31723
32.90264,-87.41301
32.83212,-87.26396
32.86427,-87.31756
32.88095,-87.31815
32.89903,-86.99531
32.99496,-87.29261
32.90251,-87.00029
32.90364,-87.4043
32.94061,-87.29836
32.89113,-87.41982
32.90349,-87.40427
32.90257,-87.40966
32.9544,-87.45626
33.00027,-87.52135
32.9559,-87.4582
32.90117,-87.44152
32.9743,-87.47723
32.95796,-87.46854
32.98834,-87.49358
32.95828,-87.46658
32.97626,-87.47629
32.90717,-87.42686
32.90754,-87.44357
32.97454,-87.47677
32.74272,-86.99056
32.73003,-86.94919
34.00406,-89.79966
35.22801,-84.40873
34.1225,-82.31815
33.98917,-89.78501
34.10245,-82.41396
34.10099,-82.41482
36.92451,-84.48864
33.64605,-85.63861
33.85869,-85.50955
33.97415,-85.46941
33.82673,-85.61261
33.89455,-85.55359
36.93281,-92.04931
35.90642,-83.05808
35.01743,-84.67878
35.00689,-84.61579
31.08251,-92.53907
32.85687,-87.0396
32.90251,-87.0003
32.88086,-87.31865
32.99494,-87.29259
32.90249,-87.40941
32.90446,-87.37468
32.98833,-87.49358
32.95439,-87.45625
32.8036,-86.98861
32.73007,-86.94914
37.82387,-83.62749
36.6513,-91.17682
32.85363,-87.35534
34.79559,-83.22246
38.72446,-82.505
34.10919,-82.34149
34.18641,-82.28021
38.7244,-82.5043
34.57789,-85.143
38.7242,-82.50383
34.83641,-84.27713
33.23256,-88.91219
33.21685,-88.95062
37.82035,-83.57505
37.8294,-83.64457
37.82691,-83.63591
37.82682,-83.63181
37.82679,-83.63096
34.6294,-81.72703
34.6357,-81.74414
34.62803,-81.66349
38.72443,-82.50373
33.64913,-85.63623
34.19744,-87.24001
34.64086,-81.73179
34.62563,-81.73564
38.72484,-82.50379
38.72413,-82.50381
35.19043,-84.49224
33.2223,-88.94285
32.85219,-87.35506
33.95867,-82.32119
33.93334,-82.38861
33.93319,-82.38454
33.9327,-82.38728
33.93427,-82.38681
33.93471,-82.38658
33.9327,-82.38116
33.97809,-82.38419
36.64838,-91.20298
36.97766,-90.64655
35.46085,-83.90617
37.56822,-88.52686
37.17653,-88.49991
33.99676,-89.77894
34.45122,-89.41724
34.7108,-83.91167
34.68541,-83.89684
34.7129,-89.12617
35.1821,-84.30738
32.45486,-85.58777
35.36763,-83.91418
34.83658,-84.2777
34.71743,-83.90805
37.6133,-89.30108
34.87294,-84.51364
33.83671,-94.70582
34.63942,-90.64885
34.57285,-90.62555
34.57497,-90.62486
36.67281,-93.85902
36.63828,-93.78333
34.45016,-81.71958
35.82378,-92.92191
37.84339,-83.67125
38.72348,-82.50626
38.72425,-82.50638
34.62007,-90.62868
34.99302,-84.63887
35.21377,-84.47372
35.19931,-84.46496
34.67174,-90.67539
34.64279,-90.65851
34.65595,-90.66397
34.69379,-90.68457
35.74896,-93.8168
36.9082,-92.0953
34.39172,-85.31641
37.83943,-83.66076
35.30327,-83.65324
33.64868,-85.64505
33.88925,-85.55457
33.88924,-85.5547
33.65063,-85.63736
35.33254,-84.30697
37.79758,-83.65609
31.08243,-92.55041
31.08213,-92.54714
31.0826,-92.54997
31.08257,-92.54321
31.08226,-92.54757
31.08253,-92.55007
38.85554,-94.79901
35.12471,-83.25975
31.08233,-92.54723
31.08222,-92.53922
31.08172,-92.54519
36.7954,-91.33135
33.76119,-85.59169
33.5449,-85.78199
33.64609,-85.63739
33.64632,-85.63153
33.64569,-85.6299
33.6489,-85.62153
33.64845,-85.61952
33.85416,-85.49746
33.85378,-85.49579
33.6985,-85.60074
33.64916,-85.63165
33.7762,-85.56095
33.71398,-85.58048
33.8587,-85.50826
33.85783,-85.50609
33.85564,-85.50092
33.92674,-85.49668
33.65551,-85.63202
33.78494,-85.58444
33.85379,-85.49651
33.97722,-85.47871
33.83036,-85.61394
33.82836,-85.62746
33.82507,-85.61502
33.89315,-85.55217
33.89447,-85.55385
33.82984,-85.62707
33.89596,-85.55431
33.68726,-85.64647
33.68686,-85.6456
33.68457,-85.6429
33.82884,-85.62783
33.65779,-85.6398
33.89834,-85.54938
33.90357,-85.54587
33.8947,-85.54622
33.81935,-85.59913
33.89502,-85.56398
33.89368,-85.5518
33.89369,-85.54903
33.8995,-85.54901
33.89101,-85.56803
33.9115,-85.55592
33.8917,-85.55698
33.89128,-85.56095
33.89021,-85.55914
33.8903,-85.54929
33.89635,-85.56279
33.89638,-85.56268
33.90137,-85.57195
33.90375,-85.57224
33.90387,-85.57615
33.90378,-85.57682
33.90388,-85.58022
33.898,-85.5586
33.89647,-85.55579
33.89635,-85.55324
34.69423,-84.70559
34.7379,-84.68828
34.96993,-84.6321
35.28076,-83.67629
35.37157,-83.55995
34.86941,-84.72616
35.27361,-83.68254
35.93443,-82.90803
36.30995,-82.10991
35.33482,-84.21102
37.71607,-89.35446
33.33018,-111.9461
34.51194,-83.49702
34.49605,-83.50254
34.52147,-83.48287
34.54915,-83.46022
34.51351,-83.49718
34.49349,-83.50619
34.5018,-83.50924
34.51881,-83.49614
34.51936,-83.49575
34.48368,-83.51228
36.19553,-82.00613
34.76365,-83.25003
35.19369,-84.50338
35.19229,-84.502
34.63909,-90.65062
34.60512,-90.61466
34.63443,-90.6356
34.49381,-83.49364
34.48646,-83.50788
34.43666,-81.69326
33.25211,-86.1073
34.69188,-90.67936
34.65541,-90.66716
34.67656,-90.67463
34.69288,-90.67923
34.93151,-83.26643
34.92685,-83.26353
34.92222,-83.17249
34.61583,-90.62583
34.63466,-90.63806
34.61289,-90.61959
31.06912,-92.56187
34.72144,-90.72007
34.69472,-90.68433
34.65614,-90.66894
34.69034,-90.67829
34.66204,-90.67555
34.65538,-90.66116
35.24189,-93.54218
35.85861,-92.89565
38.72405,-82.50345
34.80066,-83.36197
34.93424,-83.26856
34.93188,-83.26785
34.87535,-83.56934
34.88088,-83.57668
34.88816,-83.57746
34.89196,-83.58598
34.89651,-83.60669
34.88458,-83.57581
35.93143,-82.90544
36.30313,-82.13317
34.6625,-83.30659
34.61239,-83.33537
34.61203,-83.34302
31.08247,-92.55018
31.08342,-92.54308
31.08346,-92.54254
31.0824,-92.54762
36.09159,-94.38059
36.78782,-88.02703
36.78731,-88.02788
31.08204,-92.53923
34.57386,-90.62611
34.60275,-90.61375
34.61961,-90.6255
34.61961,-90.62743
37.8582,-92.04188
34.81777,-83.43343
33.15278,-83.59767
34.85456,-89.09183
36.77918,-88.08577
34.09776,-87.38405
34.4123,-93.39354
36.78465,-88.04015
35.87163,-83.0641
35.11903,-84.56824
34.08179,-82.37304
34.4377,-93.44603
34.95015,-94.40852
34.60061,-85.19606
34.90488,-83.25054
34.44684,-89.41863
34.71927,-83.3019
34.69474,-83.27617
34.75443,-83.23681
35.03736,-84.60378
35.1961,-84.45046
35.164,-84.40155
31.44975,-92.36174
38.72481,-82.50662
36.89161,-84.53772
38.72435,-82.50479
34.60862,-90.61689
34.43897,-81.64819
32.69927,-93.23897
34.63232,-84.10477
34.63123,-84.10407
34.01151,-87.29984
34.67005,-90.67717
31.61759,-92.54623
34.71658,-90.7147
32.67597,-93.27268
36.86173,-84.42365
34.45397,-81.70129
18.33164,-65.77679
31.21475,-92.78065
34.71947,-83.90843
36.09988,-82.4452
33.03565,-79.62152
33.03424,-79.62516
31.45375,-92.39063
34.59013,-90.61619
34.69356,-90.68469
32.72338,-93.30234
32.68318,-93.28169
36.78868,-88.02792
36.77931,-88.09068
34.1006,-87.31612
32.8042,-86.98401
32.79717,-87.1811
32.79808,-87.16917
32.73577,-87.04142
36.77895,-88.08376
36.77921,-88.08878
37.57667,-79.532
36.78859,-88.02724
35.94001,-82.94109
35.0032,-84.61675
32.85727,-87.03919
32.87132,-87.13506
32.87161,-87.13542
32.73099,-87.00002
32.80826,-86.97568
32.80449,-86.98271
32.73764,-87.05095
32.80362,-87.17373
32.80312,-87.17434
38.72648,-82.50632
34.60354,-90.61088
36.77803,-88.0989
32.86934,-87.13502
32.87301,-87.01782
32.85691,-87.03958
32.73209,-87.00076
32.79999,-87.17242
32.79361,-87.16316
34.91612,-84.05226
34.5741,-85.14611
34.63146,-84.10518
34.63023,-84.10365
34.93831,-94.41906
31.08227,-92.54091
31.08185,-92.54084
31.08236,-92.53913
31.08183,-92.54475
31.08223,-92.54715
31.0821,-92.54781
31.08226,-92.54342
36.77961,-88.08379
36.77929,-88.09068
36.7883,-88.0278
36.77453,-88.11121
35.90174,-83.05546
35.90404,-83.0574
35.34237,-84.20015
31.08148,-92.53952
31.08239,-92.53903
31.08171,-92.54445
35.07907,-83.25107
38.48118,-80.42538
36.7846,-88.04013
36.77913,-88.08527
35.13056,-84.50727
35.11192,-84.63188
35.34515,-84.2268
35.34282,-84.19408
33.81208,-94.72637
36.77926,-88.08651
35.34382,-84.19542
34.82164,-83.73361
31.08165,-92.54464
31.08177,-92.54479
35.91821,-83.02879
38.72154,-82.50628
37.0395,-90.58984
36.78862,-88.02871
36.77944,-88.08693
34.51156,-83.49569
34.51355,-83.49959
34.16066,-82.2884
34.18367,-82.30184
34.18731,-82.30599
34.18968,-82.28452
34.18371,-82.30051
35.22982,-84.54496
33.81915,-94.77831
31.0822,-92.55107
31.08231,-92.5432
31.08196,-92.54476
31.08161,-92.53927
31.08234,-92.55081
31.08143,-92.53935
31.08166,-92.5445
33.92563,-84.8331
33.36803,-84.77919
33.81727,-84.36715
33.91766,-84.28473
33.896,-84.26583
33.91477,-84.28441
33.48201,-85.1586
33.65608,-84.52036
32.52431,-84.98077
34.89377,-84.7498
34.89649,-84.80173
34.33219,-83.78519
32.74865,-81.64076
33.94459,-84.70451
32.74079,-85.06956
32.72401,-81.66964
33.67288,-84.80731
33.68148,-85.01423
33.97536,-83.39313
34.92084,-84.84275
33.79799,-84.6458
34.51321,-83.97599
34.51016,-83.97592
34.50809,-83.974
34.51033,-83.97542
34.02943,-84.74282
34.32134,-83.5049
34.26324,-84.59554
33.05698,-84.98901
33.06624,-84.98664
33.98425,-83.90925
38.90405,-85.79323
38.92867,-85.77781
38.90408,-85.79611
33.721,-84.50215
37.57689,-77.30157
31.99591,-90.92513
31.93037,-90.99508
31.94022,-90.97122
31.93565,-90.97936
31.92856,-90.99615
31.92933,-91.00458
35.11988,-81.80421
31.84359,-91.05913
35.13447,-81.81203
33.9362,-84.44571
33.93828,-84.44401
38.4377,-78.36781
37.90052,-81.02868
38.4372,-78.36838
37.10882,-79.73227
34.97925,-85.80927
33.98772,-84.3281
33.94579,-84.40589
33.94586,-84.40636
34.14822,-82.01275
36.60253,-83.66702
37.8982,-81.03073
37.91123,-81.02315
33.38005,-84.13376
34.98633,-84.36998
34.20407,-84.45518
38.90408,-85.79553
37.57669,-77.30161
33.87983,-83.85089
31.23429,-82.32824
33.08121,-84.2873
34.14779,-84.91798
34.13939,-84.42317
34.16893,-83.06859
30.459,-84.3238
33.78853,-84.47629
34.14002,-84.43096
31.43844,-83.56166
34.1471,-84.25175
33.88693,-84.46483
33.88953,-84.45778
32.93136,-83.73556
35.04081,-80.91039
34.93873,-83.38779
33.80564,-84.32847
33.26207,-82.42183
30.6291,-87.04218
34.16055,-84.17888
34.49117,-83.78044
32.41997,-81.78791
32.42034,-81.78597
32.95611,-85.0174
33.95454,-83.59863
33.97365,-85.00292
34.11408,-84.73373
32.42069,-83.77371
33.9422,-83.56318
33.95976,-83.79494
34.14228,-84.74771
32.30106,-84.78023
34.34084,-83.84844
34.03013,-83.77434
38.70034,-77.22086
34.51494,-84.94697
34.16206,-83.6323
31.9406,-81.93393
33.92919,-84.47346
33.25404,-84.01038
33.23118,-81.99898
34.19969,-84.06768
33.34359,-84.84135
34.16511,-83.94266
34.54041,-83.97433
41.48605,-81.64421
33.89705,-84.29809
32.94796,-83.58019
33.78447,-84.65625
32.91919,-83.59249
38.13322,-94.89226
33.94309,-83.60594
34.89273,-83.99446
34.88754,-83.98831
34.62368,-83.25786
34.13306,-84.75645
33.63562,-84.04928
33.88598,-84.29671
37.2397,-76.51606
34.61299,-83.53468
37.20141,-86.06069
32.80123,-83.5007
32.41155,-83.63628
32.29676,-84.03178
36.60235,-83.66668
39.23775,-84.56142
34.83017,-83.73124
34.17383,-84.49564
34.53737,-83.62191
33.90676,-84.27417
34.04797,-84.07654
33.59972,-83.4737
33.99774,-84.59324
33.4833,-83.5614
33.4847,-83.5613
33.4835,-83.5608
33.79576,-83.55295
33.76353,-83.30942
34.60166,-84.34157
34.9433,-84.42693
36.61138,-85.47
33.66186,-84.49727
36.93134,-92.06412
33.69726,-84.49913
33.57231,-84.35779
33.60523,-84.43464
33.59911,-84.42843
33.69683,-84.49923
30.5658,-83.5268
30.5926,-85.3882
28.45,-81.2833
34.53267,-84.40527
29.7333,-82.9833
25.5078,-80.5056
30.7164,-86.1222
30.7,-86.7333
27.9378,-82.2859
33.86092,-84.02004
30.4093,-87.2142
28.5364,-81.0176
33.87226,-84.01227
32.91737,-84.346
37.60406,-83.85712
33.60135,-82.23244
34.01299,-84.15044
32.27071,-84.99848
32.2385,-84.98078
39.85772,-74.94944
37.07598,-84.60793
39.1333,-86.83556
35.53563,-82.51834
35.03192,-89.30368
36.50279,-82.63092
35.12015,-85.59407
35.05424,-84.39965
35.14595,-89.86623
32.69918,-85.50121
35.47396,-83.72115
